"name","type","guests","cabins","crew","length","year","model","summerLowSeasonPrice","summerHighSeasonPrice","winterLowSeasonPrice","winterHighSeasonPrice","description","rating","baseMarina","country","photos","userId","createdAt","updatedAt","id","similarYachts"
ALTER EGO,Open Yachts,6,3,2,21.00,2020,"68' Ego Super",4071.00,4786.00,4071.00,4786.00,"The 20.82m/68'4"" open yacht 'Alter Ego' by the Italian shipyard Riva offers flexible accommodation for up to 6 guests in 3 cabins and features interior styling by Italian designer Officina Italiana Design.",3.80,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALTER EGO/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALTER EGO/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALTER EGO/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALTER EGO/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALTER EGO/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,dad5d1b9-e0b7-4d7e-b3b2-16b003cc9696,"{682f9a57-c26e-4707-b52a-6c4892b0751f,4d48dfad-7757-4154-95e6-2aa5d0373169,3b652b1b-0e9d-47b7-a7ac-c4f56b49887f,2a3b9077-3350-40c5-88de-af43c4cf43cc,99d688af-ce7b-4d8f-b9ee-e03d2a8589a9,e49a6cca-cb6c-4ce3-9a1e-d6c45ea90e78,776a886e-1594-4eb4-8c82-5cccdf50ec0f,07824f79-258e-403c-b832-442c0fcfecaa,beb71cd0-caa4-4248-934e-b29b66be3db9,9310099c-53e8-4a3e-9f28-6b588190b67a,8fefc9a4-8ddd-4b8a-be6e-ef9acea86816,c6de17e5-ead2-49e4-af2d-59c954752762,57c408fc-25fd-49bb-a3ed-3306c94976e8,58cdd9a4-3e5f-454b-b1fd-4fe278b8a971,3f0e4c81-e43b-4329-9b8f-d9acd9d73a3c,47cf5687-165b-4899-8117-d19ebd33cacd,e7b16478-653e-4a83-bf6f-3b251b4e830d,b1211413-44a2-4b22-895c-5123cd6c6bed,5905c6db-a6fd-40ca-a911-2e4ef7cdaa06,817530e3-b513-495e-bd59-f6ed5ae061d7}"
ALTEYA,Catamarans,8,4,5,21.30,2022,"70 Sunreef Power",8143.00,11500.00,8143.00,11500.00,"The 21.3m/69'11"" catamaran yacht 'Alteya' by the Polish shipyard Sunreef Yachts offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by Polish designer Sunreef Yachts.",4.80,Mykonos,Greece,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALTEYA/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALTEYA/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALTEYA/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALTEYA/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALTEYA/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,"33249670-c05a-4c4f-a925-8ac7d2c7950d","{19064f74-7ce2-43d9-a0cf-17764ba9a513,39e4528d-cc69-42aa-9a25-241eedca9c18,4596abe6-3758-4927-8a85-7e30d7d28bbc,ca992f2e-e57e-4038-ada1-3fbfac5a10d4,a2220c49-309d-4fcd-8c64-27db09ada150,f12f17e4-00c5-4385-a1fa-f8fee9cd4e99,18b8a986-7a46-4f7b-9040-1dee23d62e32,c323140d-c060-49ad-a8bb-b856f74d1d02,cd9470db-974e-4aff-828d-ae52b82f8937,20976230-d99d-49f4-a50c-757bd7e5aef4,1026dd95-e768-4fea-aacb-b1f529acd286,cc9fc571-c884-4cd7-b613-f6296085e63c,3be8dfa1-f273-4368-bb60-577f9877781e,ad8e23ea-eea0-41f1-9028-4779b089d5c0,6e92cf76-574d-4eda-bda4-0dbf5a2bc4a8,0d19863c-2245-44f4-9834-2fd0b17dd335,b50ea16c-2b30-4f92-9623-93cb8612f097,4888819c-6c1f-45dc-9f2a-10af68b5fda0,17d47da3-0549-4c96-9385-b94a16d4e169,74e16318-7e1a-40ab-aabd-7edd99b16a48}"
ALTVS,Motor Yachts,10,5,5,29.90,2024,Amer F100,14929.00,16571.00,14929.00,16571.00,"The 29.6m/97'1"" 'ALTVS' motor yacht built by the Italian shipyard Amer is available for charter for up to 10 guests in 5 cabins. This yacht features interior styling by Stefano Tini.",4.50,Amalfi Coast,Italy,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALTVS/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALTVS/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALTVS/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALTVS/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALTVS/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,"4aa21938-4f6f-4bd2-9749-86a9d5724586","{9a630184-f4c5-4809-9d76-4efbc014b6ca,16d0e15e-6a6d-43f2-a70d-4dd49ec49555,f2553a23-84b3-434d-a187-4d64ecb18141,46c4c0b1-7ce8-4c99-91c1-33faf9d59d8f,16c61cc9-5349-4390-be2c-7561b1f77574,eb339971-6f31-4346-9fea-f90a912abce7,113f6f9c-14b8-4547-806f-e8d0a6deb0fe,aac72444-280a-49d5-a1e9-03cfef1f3766,58e2b1b9-5c85-4a16-be70-ce479ecc0b3f,730f9aa8-e99b-4cee-adc0-fd5093f38c2f,c1fc54fb-7c12-4dec-afe1-c0abde99d61e,0db51999-e68f-4961-a285-d8b45cd923ec,5e7d3c99-4567-4553-b4e1-4201b9f5478a,5c212e4f-2c71-4b25-bab3-f020e77e8044,944e519f-1112-420e-9ce6-5df064d5696d,aede3d83-184e-49a4-9c2e-d458ca865900,9af5d120-5e73-473c-8f8e-709cef5aa80b,2e51f4bf-a88c-4c72-8e4f-47aab54a7361,7d71a6cb-cd27-41bc-ae19-2774b8485773,1bc0ab0e-1707-4d57-a81d-e3e393dab9a1}"
ALULIM,Motor Yachts,12,6,11,52.00,2023,"52Steel",49143.00,52429.00,49143.00,52429.00,"The 52.6m/172'7"" 'Alulim' motor yacht built by the Italian shipyard Sanlorenzo is available for charter for up to 12 guests in 6 cabins. This yacht features interior styling by Italian designer Officina Italiana Design.",5.00,Calvi,France,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALULIM/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALULIM/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALULIM/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALULIM/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALULIM/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,ef618ae8-38be-4829-a8df-e8b13dfbd2e9,"{7d01c7fd-47b5-47a0-9328-35a2b7cb8cb4,3ab68ce1-ef19-4e16-a24b-484b14d6e47e,9a27b8cd-1421-45aa-b229-e795cbd28ee1,571c9aac-40b4-4e21-a3cd-359e013d710b,a738929d-29f1-4e9c-a63a-890bf9636291,8819a0f9-ceb8-4621-881c-d348b909a887,d0e618b7-ce93-42ec-86d9-a8997445735b,d2205a8a-22f7-44bd-a956-c9009837fa8f,359e794e-f9db-4677-8076-8e92a3514ece,8211693f-b057-48aa-a29a-ab9e17716403,1a55960e-f016-4949-9129-5574e63dc731,da55172e-2077-48f9-b4a1-d4875ddff0ed,b105b1e3-490d-47f5-8865-5395d3a232fd,fc088e9d-27e2-4616-97f7-18056a6eacc1,e5f54931-d974-4436-8fab-a381a9a0ab44,a735c3ac-347d-4c00-986f-11fd0b268b95,2b4d24c9-3f4a-49eb-9f81-41a818970193,046183b7-d5cf-40d6-b966-02ee8709b760,318ef81f-2b40-4abd-9a51-e3e2289a4ce7,2487bd25-7e29-4c6b-a35e-6410ead12a44}"
ALUMINIA TOO,Motor Yachts,10,5,4,26.78,2024,Grande 27M,14143.00,15786.00,14143.00,14143.00,"The 26.78m/87'10"" motor yacht 'Aluminia Too' is an excellent new superyacht for the luxury charter market. Delivered by the Italian shipyard Azimut and featuring interior styling by Italian designer Achille Salvagni she can comfortably accommodate up to 1",4.80,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALUMINIA TOO/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALUMINIA TOO/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALUMINIA TOO/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALUMINIA TOO/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALUMINIA TOO/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,b3988a25-f431-424b-83c2-5030d0c5b546,"{39befc3d-b731-4fb4-980c-15762eec71f6,16631127-c353-446f-ab2e-254d86fab434,c6c4ec7f-8d58-4da0-b04f-5cbf25de72cc,63d43c0c-19c3-44ae-a823-9a2e6a6a77f0,d0ae0c61-54b0-4b64-8e3c-ebd40117c113,70d0cdca-fcd9-4eac-84ed-609f0104ef64,9eaec9e4-8cf9-4a5e-b943-8142e1cc787e,3efdb7f2-271c-4072-8a6a-eb8f42d2cff7,c9a673ce-998c-456c-9024-90c8ca8a566f,b29e10d9-7019-40a5-98ef-679430f7a8de,22e95db6-afd0-4f89-8a54-6df90ec1478c,34f6d502-28bd-4a06-9791-42a9463a9f7f,a8ca4a03-292f-4edd-8ebd-55b540550d63,0f9643f8-a14b-4e51-a189-afb81fe407f7,f733b536-8750-489f-a1e1-b529423fd84b,16cece4a-c1c1-44ec-b1f3-01a7a8508b45,f93f267e-b1ed-4672-97ad-e0bc63d62508,bdbd8572-a83b-4999-9429-6d91b27ac712,bf82a4d4-1ff5-4bbd-aaf3-4add7cd77cc8,98f0cec2-1cfe-4e3f-9e7a-5391188ba7b2}"
ALUNYA,Motor Yachts,10,5,11,49.90,2023,B.Now 50M Oasis,53786.00,57929.00,53786.00,53786.00,"The 50m/164'1"" motor yacht 'Alunya' is an excellent new superyacht for the luxury charter market. Delivered by the Italian shipyard Benetti and featuring interior styling by Italian designer Benetti this award winning yacht can comfortably accommodate up ",4.90,Calvi,France,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALUNYA/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALUNYA/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALUNYA/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALUNYA/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALUNYA/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,ae2027a2-3beb-4d90-9d3a-097ffd58cb2c,"{38d8a8e6-924a-48e4-81e0-ff896c97c521,f21e02c7-6b40-48bd-adf1-48cc509b406e,d0ecec19-fcdf-48c7-9d57-8b006aea6a23,5817484a-2fd3-46b9-a1cd-fa9494742eaf,ccb80cb4-6bf7-4ee9-ac3c-7633f675403e,aba86833-3efe-4bb5-b4e7-ed480b5b1bc1,8bee3181-e255-41ed-9adb-594155a86333,9b3c17bd-61fc-4762-bc67-5a88c72b43e0,7a05047e-782f-4eec-8995-61ffdf7d9348,52d9e738-43a9-48fc-b4cc-e50f13a42a37,b278a1c7-b3f3-4f6c-9057-7481620dd87f,77b3d992-8246-4621-8910-dcd4b0e54763,2487bd25-7e29-4c6b-a35e-6410ead12a44,8211693f-b057-48aa-a29a-ab9e17716403,046183b7-d5cf-40d6-b966-02ee8709b760,1c6110b7-0c2f-4eb9-a68b-1673eca4b25f,7bfe55af-70c9-4e29-8e7e-f4886ce3e79f,6de8401e-d2d6-44f2-847a-d3528af77e06,bf0bac1a-b362-47c6-be72-97d76b30eced,ef020b78-a8da-48ab-a519-3915b8734fee}"
ALVIA,Motor Yachts,12,7,21,76.00,2024,Custom,146571.00,150714.00,146571.00,146571.00,"The 75.7m/248'4"" motor yacht 'Alvia' is an excellent new superyacht for the luxury charter market. Delivered by the Dutch shipyard Feadship and featuring interior styling by British designer RWD she can comfortably accommodate up to 12 guests in 7 cabins.",5.00,Amalfi Coast,Italy,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALVIA/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALVIA/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALVIA/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALVIA/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALVIA/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,"9180ff3a-1573-447f-a1f0-ecca9bc430d4","{9f24a252-ec6e-4bdf-8442-36a664b4ac66,2a4d534e-2da4-4b41-b899-46e644b783b6,b8d47c5d-06a4-425f-9de7-547674a91218,e714dcdc-ff92-4b21-a660-6a68ecf52920,8d20fb0d-83c3-4b10-8f95-ac5e0832ad17,d0dfe465-58d3-4bdb-ab11-688314759dc5,689ca2f1-8a66-4036-8a88-5015b53b893b,5d351414-c1ed-431b-8577-018d38367f51,416b3ede-d4f2-4f46-b997-c886ddf5caec,8a64fd25-9a7f-4d15-936d-411b5ff8ea70,73e4ec18-a95a-4479-a058-e3b2cb04252d,d59867c3-0e33-46d8-80a2-69c29cb49536,2d1ff91d-3690-4959-a8d2-7257d3259dda,38a5c142-32a8-498e-a20e-9f0afdd9ca1c,1855b6f2-1fd2-4b95-9e4c-4485b7659819,91111060-086a-4a7c-9c50-ec85783874e3,6ec5dbcd-6258-4036-91f4-bfc009b1cd8f,8e624b3b-d08e-45cf-84dc-4a4ea52ae015,65809ffc-5395-4a22-bb76-00b28ccf2216,db850a4a-87bb-4c80-9ede-d53cd93fedf5}"
ALVIUM,Motor Yachts,10,5,5,33.00,2022,Custom Line 106,19786.00,23071.00,19786.00,19786.00,"The 32.82m/107'8"" 'Alvium' motor yacht built by the Italian shipyard Custom Line is available for charter for up to 10 guests in 5 cabins. This yacht features interior styling by Italian designer Francesco Paszkowski Design.",5.00,Ibiza,Spain,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALVIUM/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALVIUM/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALVIUM/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALVIUM/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALVIUM/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,"24414531-03be-4b47-8ebf-41c18f65f32b","{a7b03bf0-8ea8-4caa-bae0-a1bfbf650eb8,2a26d89c-7a45-47c5-b147-fbd4c1eea5ce,3a862e05-2e67-4518-94ad-f1011e29bde4,bdfa3bb0-9a39-47b8-ab00-09930bfb7d2b,15fd1679-056b-4a7b-81aa-11263c9d64af,152ad01e-8c86-4bb6-af9a-07d877959619,7c42b661-8fa8-4b57-b454-604b356b8d96,ceb14bcb-9a3e-4ce4-b54a-e77ffda51f4a,d6dae517-f030-4a42-9a74-952af4eaeee6,e39dba90-8ae9-48cd-b56f-a81d7abd159d,54c05fd4-1da6-4335-84d3-8dad8d78f0a7,03b337a9-3044-494e-94c1-2aabd634e705,8ccc667c-f6da-40d9-bf75-9c3d31e910c6,dd2a7225-91cc-47c0-90e6-d975921f70b0,f85bb791-f4be-4b1f-bca5-ff98790d3174,0f9cbc46-9d85-42ae-b0ec-e18ba147e2e4,a1488378-968c-4cd6-be8c-e2ffff65c677,20389ed1-9672-4318-97b8-4ff67898dff2,7b9356bc-9767-42d7-aab1-2a84bd493c5e,d6bb2c1e-0dc3-465b-9cce-f6c69e97eb63}"
ALWAYS BELIEVE,Motor Yachts,12,5,7,39.60,2023,Maiora 39DP,16286.00,19571.00,16286.00,19571.00,"The 39.6m/129'11"" 'Always Believe' motor yacht built by the Italian shipyard Maiora is available for charter for up to 12 guests in 5 cabins. This yacht features interior styling by Italian designer Maiora.",5.00,Ibiza,Spain,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALWAYS BELIEVE/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALWAYS BELIEVE/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALWAYS BELIEVE/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALWAYS BELIEVE/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALWAYS BELIEVE/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,"0f4fb813-48c3-4f10-86a0-2e9090a2c5e7","{ebe00963-a0f5-4f2e-9cb0-e60e568e97d7,aca40198-9442-4cf1-b30d-f2f3bdac7ee7,e5b1ab12-7e2f-4eaf-8bf1-03a26724f5de,dcb7be8f-53f7-4d83-9791-0b262b6a9fde,cbe6f680-6698-4ab8-9ed4-dd8822bbf8e2,e4f1680f-19e2-4ce4-bd76-836c59bd2c60,0e8bd101-019f-4729-b5c7-2e5ee0b4ccc0,22529420-2f99-4fb9-8d6a-2d48a7e2829a,c73ce41b-5157-4e04-b512-6812047b0f23,cee46ee3-96ce-4e24-9134-c8ba3c2806f1,e3266170-adcc-4f6f-b7d6-404c83d0d1ff,0507f52e-f3c9-4682-aedf-640d62f023c7,af705ed0-f395-4303-84e4-ed8e2f5bc019,f1dbeacd-a689-43f5-989c-b83e5269cca3,273a89b2-ef31-4bca-8ae8-b92938c06516,0af5a4be-2efe-4a98-8c16-e289afdd5200,53a7dd45-0a2e-4952-94bb-d4fa6274ac63,7b9fc818-b196-40dd-9a5f-d8e10fc97d99,06b410e1-2017-40e5-b4fe-f157ed856d36,a1181b36-49b1-49f4-bf60-5ff5bea2037a}"
ALWAYS SMILE,Gulet Yachts,12,5,5,33.40,2010,Custom,5714.00,6857.00,4500.00,5714.00,"The 33.4m/109'7"" gulet yacht 'Always Smile' by Bozburun Shipyard offers flexible accommodation for up to 12 guests in 5 cabins.",4.30,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALWAYS SMILE/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALWAYS SMILE/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALWAYS SMILE/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALWAYS SMILE/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ALWAYS SMILE/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,"51aa8b66-c646-4077-bddb-5529b70f7432","{5d47f829-07b5-434f-a083-e30b037134ff,eb11e828-e8e9-448e-9905-bf73500bcb82,bceb2c0c-36a6-4c68-9224-df980fbf717e,f0eb72c3-9efd-45dc-bdc9-f3fb1c149b91,9538a82c-feb1-4477-ac48-ff33d1897df4,19cb473a-ec60-45a8-b683-699b328879a0,d8d80dd0-4c49-470e-bfe7-85442045e16b,fd84b95d-ddaf-4312-a936-ef9b53a4c380,cff41e59-85e6-42d4-977e-8d89c3c0fbc6,d7758285-1490-4d03-b1a4-2b631e26561a,79e90d87-d64f-44c9-947e-a015d4f9b270,3b48aef4-424f-4ce8-b4ce-4ccb7b8f71c1,9ed28c3c-0171-4871-85e8-fe62c3222c7c,6f5769f4-a9a5-458c-be6a-d1179c923f8f,634c20d0-88d4-4f1f-8c1b-2d3989ea7498,7046af67-ae2c-4385-959d-fd2d8bc488be,a4e81521-e4e3-47cf-9cc3-eea8dc470a04,ae833dba-daf0-4033-9abe-f78b784ca017,b95d19e9-62d5-4703-955f-d9b9a773131a,2fdbc224-ef7b-4040-9d02-7022a3454579}"
AM,Motor Yachts,12,5,4,28.93,2022,SD96,15071.00,16714.00,15071.00,15071.00,"The 29.6m/97'1"" motor yacht 'AM' by the Italian shipyard Sanlorenzo offers flexible accommodation for up to 12 guests in 5 cabins and features interior styling by Spanish designer Patricia Urquiola.",4.10,Amalfi Coast,Italy,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AM/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AM/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AM/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AM/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AM/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,f4d23c90-c6fd-44bd-8c9c-37a5d810d970,"{ec687e00-e2e8-47f8-a261-1b2983a13dda,820eae9f-0c6a-4ded-bc12-08a895e6ea37,327bd5c7-9843-4a30-9147-f03d697d308f,59ac6af3-94f7-4b94-a4b4-c2200b6c0ed5,3552e5c0-9c5b-49af-9d2c-ae4ed202fc41,f97f5082-c67d-4b03-8fe5-cb8de0761008,ed6edc24-a1f0-4ea8-adf2-8fc7456811d4,367aeba2-8348-44ab-8ba5-77abdfe250fc,8172209a-30fc-4544-85ec-12f4e9f80d89,109dc008-a0fa-46af-8f98-8d8fe6664d4c,0760a136-9b65-4fc1-9989-b629c7138855,3eef3b95-dbf5-4ace-b68b-5f2ce84f28f1,29605a3f-053d-4253-93f6-07a77f860616,c17dec2d-af66-4d6f-a480-ba9865bd0f2a,533f8d6b-e2a4-4367-bd9f-6659cb739e4c,c424e8cd-720c-423a-a622-06e6ddd2c396,4bcfbf1a-a2f1-4513-b632-27af26755676,261a9a1a-4021-4da0-91fd-f741043bc35f,f6a70b5b-2ffa-4cd7-b133-335e587fab8a,7d8752fd-28af-47b6-9e06-9f03e2023d05}"
AMADA MIA,Catamarans,8,5,4,20.50,2021,Sixty 5,3500.00,8214.00,3500.00,8214.00,"The 20.5m/67'3"" catamaran yacht 'Amada Mia' by the French shipyard Lagoon offers flexible accommodation for up to 8 guests in 5 cabins and features interior styling by French designer Lagoon.",4.20,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AMADA MIA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AMADA MIA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AMADA MIA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AMADA MIA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AMADA MIA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,"6e92cf76-574d-4eda-bda4-0dbf5a2bc4a8","{0e919efe-ce2c-40ce-aae3-2731767d841c,df016e23-61f2-49c7-8622-a4d9054bb9df,04cefea8-6d45-4f7a-a2af-f3c205945f2d,b50ea16c-2b30-4f92-9623-93cb8612f097,17d47da3-0549-4c96-9385-b94a16d4e169,08301419-f6b3-4c69-98e4-0ff2f7f83514,279ec2aa-5299-4a7b-8d33-b7a704844710,f12f17e4-00c5-4385-a1fa-f8fee9cd4e99,4596abe6-3758-4927-8a85-7e30d7d28bbc,39e4528d-cc69-42aa-9a25-241eedca9c18,18b8a986-7a46-4f7b-9040-1dee23d62e32,12980944-439e-4493-98c6-57fcf09d9fab,3aafb83e-9bc1-4cdf-b9b5-42b5a88c549a,deec6c8c-0923-40e8-aa41-69630b923b8f,ad8e23ea-eea0-41f1-9028-4779b089d5c0,b6b489cd-013f-4891-81fa-8376013eca98,3be8dfa1-f273-4368-bb60-577f9877781e,19064f74-7ce2-43d9-a0cf-17764ba9a513,ca992f2e-e57e-4038-ada1-3fbfac5a10d4,a2220c49-309d-4fcd-8c64-27db09ada150}"
AMADEA,Motor Yachts,10,5,7,35.10,2023,Classic 115',15500.00,19571.00,15500.00,19571.00,"The 34.95m/114'8"" motor yacht 'Amadea' by the Italian shipyard Benetti offers flexible accommodation for up to 10 guests in 5 cabins and features interior styling by French designer Zuretti.",4.80,Calvi,France,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AMADEA/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AMADEA/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AMADEA/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AMADEA/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AMADEA/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,ebc3b725-7292-4ffb-83a8-1bf9f72921f2,"{84655e92-0d82-4afd-b221-ff6f6dda428b,efe09157-372c-45fb-8a47-75812c9498ab,7c41b357-c434-492e-93a4-8b4a84924841,1343c0ed-1df1-4686-8f5a-3ddab4a83f6c,2734c446-7193-4c47-ab5a-c8ecd338e00f,6f6ac946-767f-437b-9e1f-0ee69da06691,fc8a6432-ebc1-44d2-8a93-de36bdf5e13b,edba3a64-0a1f-4ce9-bc23-3a8d3d6b6457,e527abdc-7f5b-4b45-8b50-4016b080513e,b7165974-6c53-40f5-932a-b98f52f50584,e7f95bd9-b7a5-4552-99f1-20c06cff193a,2598c7a1-64c1-45bd-93c9-d6c4fa984de9,752e8dec-590c-43eb-a61b-3935a5913143,cc7a2ea1-2304-42ea-9f65-cc0b67106e1c,da48bea7-8dba-4937-958f-208181a159f0,13e7cfad-31fc-4a37-aa98-aadab71fb517,f5671a2a-c881-4a73-a514-2f599fc4d59f,0defe3b8-3957-4ef6-8a81-665bbbc27d4d,ac5d97d5-e82f-43df-8bff-f84fc14d4886,1ba40a42-da35-479b-ba53-bc72f9b5c5df}"
